No.,Review,aspek,span,sentimen,ordinal
1470,Tempat nya bagus bisa buat bermain anak2 dan makanan nya enak harganya  ramah di kantong dan tempatnya luas,harga,harganya,positif,0
1471,"Makanan enak2, pelayanan mantap (ada biaya layanan lho 😁) …",pelayanan,pelayanan,positif,0
1472,"Suasana asri dan ramah, rasanya mantap. Liwet khas darmaga sunda si hijau gurihh",rasa,rasanya,positif,0
1474,"Tempat makan sunda modern dgn saung² yang nyaman buat makan, kumpul bareng keluarga, atau di atas perahunya bisa lihat pemandangan alam sekitar yang indah dan sejuk, ada kolam ikan yang juga bisa menaiki perahu angsa dll juga arena bermain anak bermain beca mini, makin betah, tambah  jaya Darmaga Sunda Resto.",tempat,tempat,positif,0
1475,"Untuk makanan nya sangat enak,tempat nya nyaman dan bersih,dan untuk pelayanan nan nya juga sangat cepat dan untuk karyawan nya juga pada ramah ramah,pokok nya rekomendasi banget 👍 …",tempat,tempat,positif,0
1475,"Untuk makanan nya sangat enak,tempat nya nyaman dan bersih,dan untuk pelayanan nan nya juga sangat cepat dan untuk karyawan nya juga pada ramah ramah,pokok nya rekomendasi banget 👍 …",pelayanan,pelayanan,positif,0
1477,"Steak nya enak , tempat makan nya nyaman , bisa kasih makan ikan jg ,",tempat,tempat,positif,0
1480,"Tempat bersih, pelayanan baik. Makanan nya enak dan masih hangatt",tempat,tempat,positif,0
1480,"Tempat bersih, pelayanan baik. Makanan nya enak dan masih hangatt",pelayanan,pelayanan,positif,0
1481,Menyedikan makanan khas sunda.Tempat favorit didaerah nagreg untuk makan bersama keluarga. Kalau weekend penuhnya minta ampun. Karena penuh jadinya ribut. 😂  ada spot foto bagus juga. Rekomen untuk acara keluarga …,tempat,tempat,netral,0
1482,Makanan nya enak n harga nya juga murah.. View nya bagus dan ada tempat buat bermain anak2.. Naek beca ato perahu angsa..,harga,harga,positif,0
1482,Makanan nya enak n harga nya juga murah.. View nya bagus dan ada tempat buat bermain anak2.. Naek beca ato perahu angsa..,tempat,tempat,positif,0
1483,"Tempat makannya nyaman,pelayanannya cepat dan murah senyum,ramah,musola bersih,wc bersih TOP,jgn lupa mampir ksini",tempat,tempat,positif,0
1483,"Tempat makannya nyaman,pelayanannya cepat dan murah senyum,ramah,musola bersih,wc bersih TOP,jgn lupa mampir ksini",pelayanan,pelayanannya,positif,0
1484,Tempat nyaman dan bersih. Cocok untuk acara makan-makan bersama keluarga,tempat,tempat,positif,0
1485,"Pelayanannya ramah2,ok deh nanti datang lagi makan di sana",pelayanan,pelayanannya,positif,0
1486,"Juara sukaa semuany, rasanya enak, harga murah, pelayanan bagus",rasa,rasanya,positif,0
1486,"Juara sukaa semuany, rasanya enak, harga murah, pelayanan bagus",harga,harga,positif,0
1486,"Juara sukaa semuany, rasanya enak, harga murah, pelayanan bagus",pelayanan,pelayanan,positif,0
1487,"Rumah makan dengan konsep dermaga sangat keren dilihatnya,, dengan menu khas sangat banyak. Pilihan dengan nuansa sangat santai dan saung saung yang tersedia bernuansa sederhana serasa makan dipedesaan bahkan serasa makan di dermaga sungguhan karena terdapat pula replika perahu yang sangat besar",rasa,serasa,positif,1
1488,"Parkiran luas. harga cukup terjangkau. menu masakan sunda nya mantap, suasana di dalam sangat nyaman dengan pemandangan kolam dengan hiasan kapal lautnya keren 👍 …",harga,harga,positif,0
1489,Kami baru pulang berlibur dari garut dan melewati rumah makan ini yang buka juga cabangnya di lembang kab. Bandung. Untuk tempatnya luas dan cocok utk keluarga yang membawa anak anaknya karena ada tempat bermain untuk anak dan bisa menyewa …,tempat,tempatnya,positif,0
1489,Kami baru pulang berlibur dari garut dan melewati rumah makan ini yang buka juga cabangnya di lembang kab. Bandung. Untuk tempatnya luas dan cocok utk keluarga yang membawa anak anaknya karena ada tempat bermain untuk anak dan bisa menyewa …,tempat,tempat,positif,0
1490,Terimakasih Pelayanannya Baik.. cc Mas Riki Subagja..,pelayanan,pelayanannya,positif,0
1491,"Tempat strategis, Banyak spot untuk selfie, Rasa enak...👍 …",tempat,tempat,positif,0
1491,"Tempat strategis, Banyak spot untuk selfie, Rasa enak...👍 …",rasa,rasa,positif,0
1492,"Menu komplit, tempat luas n instagramable. Mantulll",tempat,tempat,positif,0
1494,"Tempatnya luas dan sangat enak buat santai
Pelayanan ramah
Area bersih ...
Ga sempat foto² hehe",tempat,tempatnya,positif,0
1494,"Tempatnya luas dan sangat enak buat santai
Pelayanan ramah
Area bersih ...
Ga sempat foto² hehe",pelayanan,pelayanan,positif,0
1495,"Makananya enak, penyajianya cepat, pelayanan ramah. Mantap
View nya juga oke banget",pelayanan,pelayanan,positif,0
1496,Suasananya nyaman makan sambil wisata... Tuk yang suka selfi banyak spot yg Instagramable... Pelayanan cepat dan ramah... Makanan enak .. harga wajar....,pelayanan,pelayanan,positif,0
1496,Suasananya nyaman makan sambil wisata... Tuk yang suka selfi banyak spot yg Instagramable... Pelayanan cepat dan ramah... Makanan enak .. harga wajar....,harga,harga,positif,0
1497,"aduh maap banget yaaaa pelayanan nya lama bgt ga kaya gacoan2 yg lainn, dr smua gacoan yg pernah dine in cuma ini paling lama ,",pelayanan,pelayanan,negatif,0
1498,Kesini sekalian nyobain tempat perosotan pelangi nya yg baru mulai buka...seru...,tempat,tempat,positif,0
1499,"Tempat ny luas, bagus buat selfi selfi. Pelayanan ny ramah",tempat,tempat,positif,0
1499,"Tempat ny luas, bagus buat selfi selfi. Pelayanan ny ramah",pelayanan,pelayanan,positif,0
1500,"Tempatnya unik dan bagus suasananya, sayangnya sambal dan kangkung tumis yang kami pesan rasanya terlalu asin, selebihnya tempat ini menarik untuk berfoto bersama keluarga",tempat,tempatnya,positif,0
1500,"Tempatnya unik dan bagus suasananya, sayangnya sambal dan kangkung tumis yang kami pesan rasanya terlalu asin, selebihnya tempat ini menarik untuk berfoto bersama keluarga",rasa,rasanya,negatif,0
1500,"Tempatnya unik dan bagus suasananya, sayangnya sambal dan kangkung tumis yang kami pesan rasanya terlalu asin, selebihnya tempat ini menarik untuk berfoto bersama keluarga",tempat,tempat,positif,0
1501,"Makanannya enak,tempatnya jg asik",tempat,tempatnya,positif,0
1502,"Makanannya supeeer enaaaak, ayam bakar, nasi liwet dan sambelnya mantuuul. Pelayanan ramah, harga terjangkau. Jossss",pelayanan,pelayanan,positif,0
1502,"Makanannya supeeer enaaaak, ayam bakar, nasi liwet dan sambelnya mantuuul. Pelayanan ramah, harga terjangkau. Jossss",harga,harga,positif,0
1503,Pemandangan nya keren .. Harga standar ... Makanan halal ... Ramah ... Bersih,harga,harga,netral,0
1505,Cukup sering kesini. Makanan dan minumannya cocok di lidah. Layanan bagus. Suasananya nyaman. Ada mushola yang luas. Tempat parkir luas,tempat,tempat,positif,0
1507,Tempatnya bersih.parkir luas. Makanannya pun enak...,tempat,tempatnya,positif,0
1508,"Rekomen banget buat makan makan bareng keluarga..
Sengaja naik kereta dari cimahi sambil jalan jalan kesana..
Makanannya enak, pelayanannya ramah, tempatnya nyaman dan bersih.. …",pelayanan,pelayanannya,positif,0
1508,"Rekomen banget buat makan makan bareng keluarga..
Sengaja naik kereta dari cimahi sambil jalan jalan kesana..
Makanannya enak, pelayanannya ramah, tempatnya nyaman dan bersih.. …",tempat,tempatnya,positif,0
1510,"Tempatnya juara,,saung2 dikelilingi kolam ikan enak buat ngadem. Makanan dan minumannya juga enak2 dan porsinya juga banyak. Pelayannya ramah2 tempatnya juga bersih,mantaap pokoknya.. 👍🏻👍🏻 …",tempat,tempatnya,positif,1
1511,"Tempat makan cukup luas, lantai 1, 2 dan 3. Ada tempat yg lesehan dan ada yg pakai meja makan biasa. Lantai dua lumayan berangin. Rasa makanan enak, sesuai harga. Banyak permainan yg bisa dilakukan, ada perahu bebek, ada juga becak untuk anak2. Di dalamnya ada minimarket juga. Staff sangat helpful dan ramah.",tempat,tempat,positif,1
1511,"Tempat makan cukup luas, lantai 1, 2 dan 3. Ada tempat yg lesehan dan ada yg pakai meja makan biasa. Lantai dua lumayan berangin. Rasa makanan enak, sesuai harga. Banyak permainan yg bisa dilakukan, ada perahu bebek, ada juga becak untuk anak2. Di dalamnya ada minimarket juga. Staff sangat helpful dan ramah.",rasa,rasa,positif,0
1511,"Tempat makan cukup luas, lantai 1, 2 dan 3. Ada tempat yg lesehan dan ada yg pakai meja makan biasa. Lantai dua lumayan berangin. Rasa makanan enak, sesuai harga. Banyak permainan yg bisa dilakukan, ada perahu bebek, ada juga becak untuk anak2. Di dalamnya ada minimarket juga. Staff sangat helpful dan ramah.",harga,harga,positif,0
1512,Tempat oke... masakannya enak.. harga murah... 😍 …,tempat,tempat,positif,0
1512,Tempat oke... masakannya enak.. harga murah... 😍 …,harga,harga,positif,0
1513,"Tempatnya nyaman, ada spot foto, makanannya enak, harganya lumayan, tempat enak buat kumpul sama keluarga 😊 …",tempat,tempatnya,positif,0
1513,"Tempatnya nyaman, ada spot foto, makanannya enak, harganya lumayan, tempat enak buat kumpul sama keluarga 😊 …",harga,harga,netral,0
1513,"Tempatnya nyaman, ada spot foto, makanannya enak, harganya lumayan, tempat enak buat kumpul sama keluarga 😊 …",tempat,tempat,positif,0
1514,Makanannya enak dan harganya masih masuk di akal..,harga,harganya,positif,0
1515,"Ga pernah bosan buat kesini padahal rumah jauh di ujung bandung ke ujung bandung lagi, rasanya enak dan menunya beragam, suka banget pokoknya",rasa,rasanya,positif,0
1516,"Nyaman, tempat luas,adem. Bisa tuk kumpul keluarga besar,arisan. Ada permainan anak becak2an,kayuh perahu angsa.",tempat,tempat,positif,0
1518,"Gausah di tanya lagi lah ya, enak, nyaman, pelayanan oke.. harga fariativ tapi oke kok",pelayanan,pelayanan,positif,0
1518,"Gausah di tanya lagi lah ya, enak, nyaman, pelayanan oke.. harga fariativ tapi oke kok",harga,harga,netral,0
1519,"Tempatnya sangat nyaman, pelayanannya cepat, yg paling saya suka mushola nya berada dibagian depan gedung....recomended",tempat,tempatnya,positif,0
1519,"Tempatnya sangat nyaman, pelayanannya cepat, yg paling saya suka mushola nya berada dibagian depan gedung....recomended",pelayanan,pelayanannya,positif,0
1520,"Makan banyak variasinya,,banyak pilihannya!!

Kalo rasa Beuuhhhhhhh....dijamin cocok sama  warga +62 ....😀 …",rasa,rasa,positif,0
1521,"Pelayanan mantap,dengan waiter nama Rudi",pelayanan,pelayanan,positif,0
1522,Tempatnya menyenangkan dan makanan enak .. ini slalu menjadi tempat makan fav keluarga saya,tempat,tempatnya,positif,0
1522,Tempatnya menyenangkan dan makanan enak .. ini slalu menjadi tempat makan fav keluarga saya,tempat,tempat,positif,0
1523,Tempat yang nyaman untuk kumpul bersama keluarga,tempat,tempat,positif,0
1524,"Mantap banget,masakan udh pasti enak,trus pelayananya jg bagus banget...
Jadi pengen kesanah lagi...",pelayanan,pelayananya,positif,0
1526,"Rasa makanan gak usah diragukan lagi, pelayanan baik, suasana sejuk. Musholla bersih tersedia mukena, akses parkir luas.",rasa,rasa,positif,0
1526,"Rasa makanan gak usah diragukan lagi, pelayanan baik, suasana sejuk. Musholla bersih tersedia mukena, akses parkir luas.",pelayanan,pelayanan,positif,0
1527,menu Liwetnya enak dan kehitung harganya murah dengan suasana tempat makan saung lesehan yang membuat nyaman,harga,harganya,positif,0
1527,menu Liwetnya enak dan kehitung harganya murah dengan suasana tempat makan saung lesehan yang membuat nyaman,tempat,tempat,positif,0
1528,"makanannya hampir recomended semua..ga nyesel deh..very good, very delicious and cheap...amazing..tempatnya juga ramah anak..",tempat,tempatnya,positif,0
1528,paling tempat parkirnya masih kurang,tempat,tempat,negatif,0
1529,"tempat keren di perbatasan kab.Bandung, cocok buat transit,  keren dan makanannya oke banget",tempat,tempat,positif,0
1530,"Tempatnya enak bangeet, suasana nyaa cocok buat menenangkan fikiran dan perut .. tpii kurang nyaman di dompet .. hahahaha",tempat,tempatnya,positif,0
1531,view bagus untuk selfi makanan sedang/lumayan sayangnya harga mahal,harga,harga,negatif,0
1532,Maaf aja saya turunin bintang nya. Jangan di beli atau di makan yang nyodorin sate seafood atau Suki harga nya 30 rb 2 tusuk,harga,harga,netral,0
1533,"Tempat makannya bersih, rapi dan menarik di dukung dgn kolam ikan, perahu makan. Ada permainan untuk anak2 becak kecil n mungil.",tempat,tempatnya,positif,0
1534,"Semuanya cukup kerennn.. Tapi maaf pas ke sana suasana tempatnya super bising, baik nya on kan lagu-lagu secara slow saja.. Jujur suasana makan jadi kurang enak..",tempat,tempatnya,negatif,0
1536,Restaurant makanan sunda. Tempat nya ok. Makanannya jg enak.,tempat,tempat,positif,0
1537,Makan dan santai sejenak sebelum lanjut mengemudi. Kalo tdk salah menu paket liwet utk berdua harga 90 ribu.,harga,harga,netral,0
1538,"Reference dari istri sy yg sering mkn siang di darmaga sunda karena sering bolak balik Bekasi - Garut.. Tempatnya asyik, makananya enak "" pas dengan selera keluarga saya ( khas sunda bgt),  trs ada becak kecil cocok buat anak"" bermain,ada …",tempat,tempatnya,positif,0
1539,"Untuk makannya enakk,, view nya dapet banget,,,spot potonya juga dapet,,, pelayanan cepat dan pada ramah,, ada permainan anak seperti Beca mini sama  bebek air",pelayanan,pelayanan,positif,0
1540,"Pelayanannya bagus, tempatnya juga bagus byk buat spot foto dan tempat bermain anak. Hanya saja makanan yg dipesan datangnya lama sekali",pelayanan,pelayanannya,positif,0
1540,"Pelayanannya bagus, tempatnya juga bagus byk buat spot foto dan tempat bermain anak. Hanya saja makanan yg dipesan datangnya lama sekali",tempat,tempatnya,positif,0
1540,"Pelayanannya bagus, tempatnya juga bagus byk buat spot foto dan tempat bermain anak. Hanya saja makanan yg dipesan datangnya lama sekali",tempat,tempat,positif,0
1541,"Pelayanan bagus, temat bersih, makanannya enak",pelayanan,pelayanan,positif,0
1542,Tempatnya lumayan bagus di jalan lintas propinsi,tempat,tempatnya,positif,0
1543,"Anda akan merasakan tempat makan yg memanjakan, pemandangan suasana seperti makan diatas kapal, dpn makan yg lezat,, bahagia bersama keluarga di darmaga sunda,,,,",tempat,tempat,positif,0
1544,"Pertama kali kesini pas saat bukber rame sekali, tapi pelayanan tetap cepat tersaji dan tidak mengecewakan. Pokonya good food & good service..👍👍 …",pelayanan,pelayanan,positif,0
1546,"Tempatnya nyaman,cocok untuk kumpul keluarga teman.makanan juga enak.mantap",tempat,tempatnya,positif,0
1547,"Tempat makan yg menyajikan suasana yg berbeda,rasa makanan yg sesuai dengan lidah dan harga yg terjangkau,tempat yg asiek untuk kumpul keluar dan teman",tempat,tempat,positif,1
1547,"Tempat makan yg menyajikan suasana yg berbeda,rasa makanan yg sesuai dengan lidah dan harga yg terjangkau,tempat yg asiek untuk kumpul keluar dan teman",rasa,rasa,positif,0
1547,"Tempat makan yg menyajikan suasana yg berbeda,rasa makanan yg sesuai dengan lidah dan harga yg terjangkau,tempat yg asiek untuk kumpul keluar dan teman",harga,harga,positif,0
1548,"Pelayanan gak baik, dan gak ramah. Mohon untuk perbaiki sikap nya!
Makasih",pelayanan,pelayanan,negatif,0
1549,"Pesen hotplace seafood yang dateng hotplate kerang , hampir 90% isinya kerang semuaaa. Bumbunya kurang terasa, kangkung blacannya jg kurang kerasa bumbunya, yang paling mengecewakan 1/4 kerangnya tidak bisa dimakan karena sepertinya kurang matang saat dimasak",rasa,kerasa,negatif,1
1550,"Baik kaka mohon maaf atas kekurangan pelayanan kami, segera kami perbaiki agar tdk terulang kembali",pelayanan,pelayanan,netral,0
1551,"Makanannya enak,tempatnya nyaman apalagi nasi liwetnya",tempat,tempatnya,positif,0
1552,"Menunya banyak, tempatnya bersih dan nyaman, cocok untuk keluarga. Ada sewa becak mini dan perahu. Ikan di danaunya banyak.. Ponakan saya yg kecil-kecil betah di sini sampai berat hati untuk pulang 😅 …",tempat,tempatnya,positif,0
1553,"Tempat yang nyaman buat rest area,,",tempat,tempat,positif,0
1554,"Tempatnya khas, makanan nya enak dan jarang sekali sepi pengunjung.
Untuk tempat wisata yg besar sayang tempat ibadahnya (musola) kecil.",tempat,tempatnya,positif,0
1554,"Tempatnya khas, makanan nya enak dan jarang sekali sepi pengunjung.
Untuk tempat wisata yg besar sayang tempat ibadahnya (musola) kecil.",tempat,tempat,positif,1
1554,"Tempatnya khas, makanan nya enak dan jarang sekali sepi pengunjung.
Untuk tempat wisata yg besar sayang tempat ibadahnya (musola) kecil.",tempat,tempat,negatif,0
1557,"Pelayanan sangat tidak memuaskan, saya pesan menu sdh 2 jam nunggu pesanan gak datang, akhirnya pulang dgn kesel dan kecewa. Alasan mrk karna hari libur tahun baru rame, itu bukan alasan buat saya, hrsnya tim darmaga sunda ssh siap sedia …",pelayanan,pelayanan,negatif,0
1558,"Ok lah,,,bersih dn nyaman...harga smua menupun gak mahal2 banget...",harga,harga,positif,0
1561,Luar biasa enak rasanya dan nyaman tempatnya..tp agak harga menguras kantong..hehe,rasa,rasanya,positif,0
1561,Luar biasa enak rasanya dan nyaman tempatnya..tp agak harga menguras kantong..hehe,tempat,tempatnya,positif,0
1561,Luar biasa enak rasanya dan nyaman tempatnya..tp agak harga menguras kantong..hehe,harga,harga,negatif,0
1563,Selalu pesen paket gurame bakar dengan harga 220 ribu untuk 4 orang disini tuh,harga,harga,netral,0
1564,Dari pelayanan sampai makanan mantap .maaf cuman masih ada aroma ga enak pas dekat suasana pesawahan ...maaf cuman masukan aja,pelayanan,pelayanan,positif,0
1566,"Nice place...tempat nyaman, view' nya bagus...strategis buat yg lapar diperjalanan daerah Nagreg",tempat,tempat,positif,0
1567,Alhamdulillah...tempatnya nyaman ...bisa makan sambil refreshing..rasa sambalnya mantul...,tempat,tempatnya,positif,0
1567,Alhamdulillah...tempatnya nyaman ...bisa makan sambil refreshing..rasa sambalnya mantul...,rasa,rasa,positif,0
1568,Pertama kali makan disini suasananya enak bngt pas bngt untuk ajak keluarga di saat liburan .. pelayanannya juga good service,pelayanan,pelayanannya,positif,0
1569,"rasa Gorengannya mantap T.O.P. B.G.T. Kuy, Hatur Nuhun salam kenal semuanya 😅🙏🙏🙏 …",rasa,rasa,positif,0
1571,Tempatnya enak dan bagus buat makan n selfie - selfie,tempat,tempatnya,positif,0
1572,"Makanan lumayan, sayang masakan dingin yg disajikan
Harga padahal tidak murah.
Parkir luas.",harga,harga,negatif,0
1573,"Kemaren dapet tempat yg dipojokan, deket dapur... Jd gelap+bau asap...😥 Sebenernya sich klo untuk makanan ga masalah ya... Makanannya  enak²... 👍👍👍 cm mungkin kmrn kurang beruntung aja dpt tempat dipojok... 😀
Tempat buat foto bnyk yg bagus... Recommended ...👌👌👌 …",tempat,tempat,negatif,1
1573,"Kemaren dapet tempat yg dipojokan, deket dapur... Jd gelap+bau asap...😥 Sebenernya sich klo untuk makanan ga masalah ya... Makanannya  enak²... 👍👍👍 cm mungkin kmrn kurang beruntung aja dpt tempat dipojok... 😀
Tempat buat foto bnyk yg bagus... Recommended ...👌👌👌 …",tempat,tempat,positif,0
1574,"kalau masalah makanan emang enak dan rasa nya oke, cuma pelayanan bikin mikir 2x utk makan kesini lagi
1. Lebih diutamakan yg datang banyak, yg keluarga kecil (4org) kaya sya …",rasa,rasa,positif,0
1574,"kalau masalah makanan emang enak dan rasa nya oke, cuma pelayanan bikin mikir 2x utk makan kesini lagi
1. Lebih diutamakan yg datang banyak, yg keluarga kecil (4org) kaya sya …",pelayanan,pelayanan,negatif,0
1575,Tempat makan yg nyaman dan makanannya enak,tempat,tempat,positif,0
1576,"mesen sop iga yg dateng sop lain, sayur mahal gaada rasanya chicken katsu sayur kaya sayur sisa potonya kecil dan dikit gaada saosnya ga banget",rasa,rasanya,negatif,0
1577,Makanannya enak... tempatnya juga luas... buat anak2 bisa maen becak mini...,tempat,tempatnya,positif,0
1580,"Sudah pada, tau dong resto yg satu ini menjanjikan makanan yg enak tempat selfi yg Bagus cocok buat keluarga yg cari tempat kuliner yg adem",tempat,tempat,positif,1
1581,"Saya datang pas weekend. Crowded parah. Yang tadinya mau ajak anak2 naik perahu bebek n becak anak jadi gagal soalnya pusing lihat banyak orang.
Untuk makanan rasanya memang enak walau ada beberapa menu yang sedikit …",rasa,rasanya,positif,0
1582,"Makannya biasa aja, menang tempat aja",tempat,tempat,positif,0
1583,PELAYANAN BAIK DAN RAMAH PUAS MAKAN DISINI APALAGI MALEM VIBES NYA MANTAPPPP,pelayanan,pelayanan,positif,0
1585,"Susah bgt nyari tempat duduk disini karna emg harus sesuai sama jumlah org nya
Ada live music juga
Tapi jujurly kalo kyk ku yg tipenya lebih seneng makan tenang gak cocok makan …",tempat,tempat,negatif,0
1586,"Tempatnya nyaman cocok buat keluarga,makanannya jg enak dan service waitress nya jg ramah² …",tempat,tempatnya,positif,0
1587,Makanan semuanya dingin + hambar....keredoknya dingin kayak sudah dimasukin kulkas...mana harganya mehong..gak bakalan balik lagi deh ..zonk,harga,harganya,negatif,0
1588,"Bpk kami mohon maaf sebesar2mya, anak2 terlalu fokus agar penyajian tdk telat, tp pelayanan terlalu cepat juga tdl baik, segera kami perbaiki semoga tdk terulang kembali",pelayanan,pelayanan,negatif,0
1589,Tempat makan mulai dari keluarga cemara sampai cendana... wkwkwk,tempat,tempat,netral,0
1590,"Makanan OK, tempat wisata OK, tempat momong anak juga OK",tempat,tempat,positif,1
1591,Cocok untuk makan bareng keluarga atau jadi tempat meeting juga oke. Suasana dan makanan nya juga enak.,tempat,tempat,positif,0
1593,"Tempat super cozy, makanan enak",tempat,tempat,positif,0
1594,Tempatnya recomended pas untuk makan yang seperti saya perjalanan dari bekasi,tempat,tempatnya,positif,0
1596,Sangat memuaskan pelayanan nya sangat baik,pelayanan,pelayanan,positif,0
1597,"Bisa foto selfi; ada tempat goweh becak buat anak, gowes perahu; view alam pegunungan",tempat,tempat,positif,0
1598,"Setelah berkunjung 3x kesini, berikut review sy:
- tempat parkiran luas dan aman. Mungkin jika ditambah dg pepohonan akan semakin sejuk. …",tempat,tempat,positif,0
1599,"Lahan parkir luas, suasana nyaman, kids friendly ada sewa becak mini dan naik perahu angsa, ksih makan ikan dikolam,  menu mkanan bnyak macamnya, harga masih terjangkau, harus banget coba nasi liwetnya, mantapp pokoknya 👍👍👍 …",harga,harga,positif,0
1600,"Pelayanan memuaskan, suasana nyaman :)",pelayanan,pelayanan,positif,0
1601,"Tempatnya keren instragramable,sangat cocok bagi anda yang mau makan dan bersantai bareng teman atau keluaga,menu makanannya bervariatif,rasanya enak terutama nasi liwetnya,utk harga bersahabat.",tempat,tempatnya,positif,0
1601,"Tempatnya keren instragramable,sangat cocok bagi anda yang mau makan dan bersantai bareng teman atau keluaga,menu makanannya bervariatif,rasanya enak terutama nasi liwetnya,utk harga bersahabat.",rasa,rasanya,positif,0
1601,"Tempatnya keren instragramable,sangat cocok bagi anda yang mau makan dan bersantai bareng teman atau keluaga,menu makanannya bervariatif,rasanya enak terutama nasi liwetnya,utk harga bersahabat.",harga,harga,positif,0
1602,"Tempat sangat nyaman dan enak..tapi sayang pelayanan kurang cepat, Minta tambahan pesanan tidak kunjung datang pesanan sampai makan habis...",tempat,tempat,positif,0
1602,"Tempat sangat nyaman dan enak..tapi sayang pelayanan kurang cepat, Minta tambahan pesanan tidak kunjung datang pesanan sampai makan habis...",pelayanan,pelayanan,positif,0
1603,Kalo ada tempat makan lain mending yg lain. Tempat sepi d bilang Sdh ada yg order. 1 jam d liat masih kosong juga...makan ikan bakar nya kagak enak,tempat,tempat,negatif,1
1604,Tempat nya enak banget nyaman sekali makanan oke pisan,tempat,tempat,positif,0
1605,"Tempatnya si oke banget buat rehat di perjalanan. Makananya enak terus standar laahh harganya ga mahal ga murah jugak.
Pesen 2 nasi liwtnya tp yg satu ada yang beda rasanya. Mogaa di perhatikan lagi kedepannyaaa.",tempat,tempatnya,positif,0
1605,"Tempatnya si oke banget buat rehat di perjalanan. Makananya enak terus standar laahh harganya ga mahal ga murah jugak.
Pesen 2 nasi liwtnya tp yg satu ada yang beda rasanya. Mogaa di perhatikan lagi kedepannyaaa.",harga,harganya,netral,0
1605,"Tempatnya si oke banget buat rehat di perjalanan. Makananya enak terus standar laahh harganya ga mahal ga murah jugak.
Pesen 2 nasi liwtnya tp yg satu ada yang beda rasanya. Mogaa di perhatikan lagi kedepannyaaa.",rasa,rasanya,negatif,0
1606,Mantep.... enak masakannya...harganya pasaran lah...,harga,harganya,netral,0
1608,Nyaman tempat ny... menu nasi liwet ny enak,tempat,tempat,positif,0
1609,"Tempatnya menyenangkan, ramah anak. Makanannya enak.",tempat,tempatnya,positif,0
1610,"Pelayanan, harga pass banget. Apalagi tempatnya ok pisan lah....",pelayanan,pelayanan,positif,0
1610,"Pelayanan, harga pass banget. Apalagi tempatnya ok pisan lah....",harga,harga,positif,0
1610,"Pelayanan, harga pass banget. Apalagi tempatnya ok pisan lah....",tempat,tempatnya,positif,0
1611,"Tempatnya enak luas, makanannya cukup enak",tempat,tempatnya,positif,0
1612,"Pelayanan ramah dan sigap (musadar alfarisyi), harga terjangkau, toilet bersih, makanannya enak & lengkap (ada sunda-an dan steak).",pelayanan,pelayanan,positif,0
1612,"Pelayanan ramah dan sigap (musadar alfarisyi), harga terjangkau, toilet bersih, makanannya enak & lengkap (ada sunda-an dan steak).",harga,harga,positif,0
1613,"tempatnya penuh n jorok,petugas tdk langsung  bersihin",tempat,tempatnya,positif,0
1614,Pemandangan dan fasilitasnya bagus dan tempatnya bersih. Kalau makanannya kurang enak ya untuk ikan2an.. terutama gurame dan cumi nya.. sambelnya juga gak pedas. Kalau pesan mending daging dan ayam,tempat,tempatnya,positif,0
1616,Pelayanananya super ramah.. tempatnya bersih dan nyaman banget. Untuk harga lumayan sih tapi enak kok jadi cukup lah. Next makan disini lagi bareng keluarga 😍 …,pelayanan,pelayanannya,positif,0
1616,Pelayanananya super ramah.. tempatnya bersih dan nyaman banget. Untuk harga lumayan sih tapi enak kok jadi cukup lah. Next makan disini lagi bareng keluarga 😍 …,tempat,tempatnya,positif,0
1616,Pelayanananya super ramah.. tempatnya bersih dan nyaman banget. Untuk harga lumayan sih tapi enak kok jadi cukup lah. Next makan disini lagi bareng keluarga 😍 …,harga,harga,netral,0
1617,Tempatnya luas asyyeeekkk klw buat ngumpul,tempat,tempatnya,positif,0
1618,"Tempat makan yg sangat bagus dan rasanya enak, serta harga nya kompetitif",tempat,tempat,positif,0
1618,"Tempat makan yg sangat bagus dan rasanya enak, serta harga nya kompetitif",rasa,rasanya,positif,0
1618,"Tempat makan yg sangat bagus dan rasanya enak, serta harga nya kompetitif",harga,harga,positif,0
1619,"Untuk makanannya standar khas sunda, harganya agak pricey. Order disini harus extra sabar 🤣
Fasilitas mushola cukup nyaman. Cocok untuk keluarga yangmembawa anak kecil karena disediakan becak kecil dan perahu bebek. Tempat parkumir juga luas. …",harga,harganya,negatif,0
1619,"Untuk makanannya standar khas sunda, harganya agak pricey. Order disini harus extra sabar 🤣
Fasilitas mushola cukup nyaman. Cocok untuk keluarga yangmembawa anak kecil karena disediakan becak kecil dan perahu bebek. Tempat parkumir juga luas. …",tempat,tempat,netral,0
1620,"Makananya enak,cukup terjangkau,tempatnya asik",tempat,tempatnya,positif,0
1621,Lihat bangunannya megah lihat menunya komplit eh sesuai dugaan pelayanannya kurang profesional dari mulai datang pesen makanan datang nya satu satu dg jeda lumayan sampai pesanan terakhir anaknya ga datang datang...padahal cuma mi apa susah(*tepokjidat),pelayanan,pelayanannya,negatif,0
1622,Tempat yang cocok untuk makan dan refreshing keluarga,tempat,tempat,positif,0
1623,Tempatnya nyaman bersih dan pelayanannya bagus...makanannya enak2...recomended banget..😍😍👌👍 …,tempat,tempatnya,positif,0
1623,Tempatnya nyaman bersih dan pelayanannya bagus...makanannya enak2...recomended banget..😍😍👌👍 …,pelayanan,pelayanannya,positif,0
