Review,aspek,sentimen
"Tempat escape terbaik setelah kuliah! Makanannya enak, suasananya bersih juga rapi, pelayanannya oke, colokannya banyak jadi bisa ngerjain tugas bareng temen juga di sini! Recommended buat nongkrong walaupun 😎 …",pelayanan,positif
"kebetulan mcd di sini buka 24 jam jadi kalo mau sambil ngerjain tugas atau sekadar gabut bisa kesini sekitar jam 9 ke atas karena pengunjungnya udah mulai sepi. Soal rasa makanan gausa ditanya deh, udah pada tau juga kan makanan mcd kayak gimana :). Pelayanan oke, tempatnya bersih.",rasa,positif
"kebetulan mcd di sini buka 24 jam jadi kalo mau sambil ngerjain tugas atau sekadar gabut bisa kesini sekitar jam 9 ke atas karena pengunjungnya udah mulai sepi. Soal rasa makanan gausa ditanya deh, udah pada tau juga kan makanan mcd kayak gimana :). Pelayanan oke, tempatnya bersih.",pelayanan,positif
"kebetulan mcd di sini buka 24 jam jadi kalo mau sambil ngerjain tugas atau sekadar gabut bisa kesini sekitar jam 9 ke atas karena pengunjungnya udah mulai sepi. Soal rasa makanan gausa ditanya deh, udah pada tau juga kan makanan mcd kayak gimana :). Pelayanan oke, tempatnya bersih.",tempat,positif
Mari teman sobat dan kerabat..makananya sungguh lezat...disamping pelayanannya juga sungguh ramah membuat kita betah dengan suasana tempat yang nyaman..,pelayanan,positif
Mari teman sobat dan kerabat..makananya sungguh lezat...disamping pelayanannya juga sungguh ramah membuat kita betah dengan suasana tempat yang nyaman..,tempat,positif
"Tempatnya bagus, bersih, nyaman, pelayanan yang sangat ramah.",tempat,positif
"Tempatnya bagus, bersih, nyaman, pelayanan yang sangat ramah.",pelayanan,positif
tempat makan yang bersih dan nyaman serta memiliki lahan parkir yang luas. Makanan yang enak disertai pelayanan yang ramah dan cepat. Cocok juga untuk anak-anak karena disediakan playground sebagai tempat bermain.,tempat,positif
tempat makan yang bersih dan nyaman serta memiliki lahan parkir yang luas. Makanan yang enak disertai pelayanan yang ramah dan cepat. Cocok juga untuk anak-anak karena disediakan playground sebagai tempat bermain.,pelayanan,positif
tempat makan yang bersih dan nyaman serta memiliki lahan parkir yang luas. Makanan yang enak disertai pelayanan yang ramah dan cepat. Cocok juga untuk anak-anak karena disediakan playground sebagai tempat bermain.,tempat,positif
"Tempatnya enak nyaman , pelayanannya jg ramah ..
Recoment deh pokonya 🤩 …",tempat,positif
"Tempatnya enak nyaman , pelayanannya jg ramah ..
Recoment deh pokonya 🤩 …",pelayanan,positif
tempatnya sangat nyaman makanannya enak serta pelayanannya baik dan ramah,tempat,positif
tempatnya sangat nyaman makanannya enak serta pelayanannya baik dan ramah,pelayanan,positif
"pelayanan sangat baik, dan rasa makanan sangat pas, saya sangat tertarik untuk datang kembali",pelayanan,positif
"pelayanan sangat baik, dan rasa makanan sangat pas, saya sangat tertarik untuk datang kembali",rasa,positif
"Tempat nongkrong paling nyaman, lokasi ditengah kota banyak anak muda kumpul disini. Menu makanan yg enak dan cocok untuk ngobrol bareng temen,
Fasilitas nyaman dan lahan parkirnya luas.. Ayo cobain datang kemari.",tempat,positif
Fasilitasnya sangat bagus.pelayanan Disni sangat ramah terhadap costumer dan untuk makanannya sangat enak.saya sudah sering makan di restoran ini dan menurut saya sangat bagus.yang belum mencoba makan di restoran ini ayo datang dan kamu wajib mencobanya dijamin kamu bakalan ketagihan.,pelayanan,positif
"Makanan enak, tempatnya bersih dan rapi , cara penyajian sangat ramah",tempat,positif
"MCD sini tempat parkirnya luas, ada parkir motor yg luas juga. Terdapat Drive Thru. …",tempat,positif
"Tempat ini sungguh cocok banget buat pertemuan / reuni, selain makanya yg enak enak, harga terjangkau, pelayanan sangat bagus dan juga dalam lingkungan suasana yg begitu indah dan sejuk, cocok lah pokoknya",tempat,positif
"Tempat ini sungguh cocok banget buat pertemuan / reuni, selain makanya yg enak enak, harga terjangkau, pelayanan sangat bagus dan juga dalam lingkungan suasana yg begitu indah dan sejuk, cocok lah pokoknya",harga,positif
"Tempat ini sungguh cocok banget buat pertemuan / reuni, selain makanya yg enak enak, harga terjangkau, pelayanan sangat bagus dan juga dalam lingkungan suasana yg begitu indah dan sejuk, cocok lah pokoknya",pelayanan,positif
"Makan disini waktu k bandung temani ponakan yg mau tes PTN. Pelayanan nya ramah, suasananya nyaman sekali. Sekali coba, jadi ketagihan 🥰 ice cream nya meleleh di mulut, enak nya pecah 🤩💃🏻 …",pelayanan,positif
"MC Donald terbaik buat pribadi saya
*Pesenan cepat gak pake ribet
*Pelayanannya cepat …",pelayanan,positif
"Suka banget dengan kriuk ayam McD terkhusus bagian kulitnya, suasana nyaman dan bagus untuk ditempati bersantai, diskusi atau kerjakan tugas bareng teman. …",tempat,positif
"Tempat bersih dan nyaman. Enak buat nugas dan santai sambil ngezoom. Selain itu pelayanannya ramah banget. The best deh.. Buat yang lagi di bandung khususnya di buah batu, coba deh mampir ke sini. Dijamin bakal kepengen balik lagi.",tempat,positif
"Tempat bersih dan nyaman. Enak buat nugas dan santai sambil ngezoom. Selain itu pelayanannya ramah banget. The best deh.. Buat yang lagi di bandung khususnya di buah batu, coba deh mampir ke sini. Dijamin bakal kepengen balik lagi.",pelayanan,positif
"Sangat menyenangkan makanannya berkelas sultan tempat nya bersih rapi.pelayanan baik Ramah2 ,cakatan
Makan sama keluarga memuaskan 👍 …",tempat,positif
"Sangat menyenangkan makanannya berkelas sultan tempat nya bersih rapi.pelayanan baik Ramah2 ,cakatan
Makan sama keluarga memuaskan 👍 …",pelayanan,positif
Mcd tempat yang sangat cocok buat semua kalangan sih apalagi anak muda yang pengen nongkrong plus dapat kenyangnya lagi😁😁😁 …,tempat,positif
"Untuk Rasa....jelas mantap....
Perlayanannya cepat...sangat recommended....dua jempol untuk mcdonald's",rasa,positif
"Makannya jangan ditanya lagi, udah pasti enak!
Tempatnya bersih, nyaman, dan harganya terjangkau. …",tempat,positif
"Makannya jangan ditanya lagi, udah pasti enak!
Tempatnya bersih, nyaman, dan harganya terjangkau. …",harga,positif
"Saya pernah makan sekali, untuk semuanya saya pikir cukup bagus, kalaupun ada hal yg kurang hanya pada pelayanan karyawan yang kurang solutif, tapi itu masih bisa diterima sabagai kewajaran. …",pelayanan,negatif
Pelayanan nya sangat memuaskan penyajian makanan cepat dan suasana tempat makan nyaman sekali.,pelayanan,positif
Pelayanan nya sangat memuaskan penyajian makanan cepat dan suasana tempat makan nyaman sekali.,tempat,positif
"Tempatnya bagus, parkirnya nyaman, ada tempat permainan anak, bisa drive thru juga dan buka selama 24 jam.",tempat,positif
"Tempatnya bagus, parkirnya nyaman, ada tempat permainan anak, bisa drive thru juga dan buka selama 24 jam.",tempat,positif
"restaurant makanan cepat saji yang sangat bagus buat masyarakat , semua bisa menikmati restaurant mcDOnalds ini harga nya terjangkau dan ramah , kualitas restauran bintang 5 bersih dan nyaman tempat yang strategis , pelayanannya bagus dan ramah , sangat nyaman saat makan disini.",harga,positif
"restaurant makanan cepat saji yang sangat bagus buat masyarakat , semua bisa menikmati restaurant mcDOnalds ini harga nya terjangkau dan ramah , kualitas restauran bintang 5 bersih dan nyaman tempat yang strategis , pelayanannya bagus dan ramah , sangat nyaman saat makan disini.",tempat,positif
"restaurant makanan cepat saji yang sangat bagus buat masyarakat , semua bisa menikmati restaurant mcDOnalds ini harga nya terjangkau dan ramah , kualitas restauran bintang 5 bersih dan nyaman tempat yang strategis , pelayanannya bagus dan ramah , sangat nyaman saat makan disini.",pelayanan,positif
"Pengalaman pertama saat ada kegiatan di Bandung, ketika waktu menunjukkan jam makan malam, singgah di McDonald""s Bandung Buah Batu, disaming makanannya enak dan higiene pelayannya juga ramah yang menjadikan tempat favorit kalau liburan ke Bandung.",tempat,positif
"Tempat makan yg enak buat bareng keluarga atau teman2 dengan makanan yg jg enak pelayanan yg bagus ,saya rasa ini akan menjadi tempat favorit untuk kalian 😊 …",pelayanan,positif
"Tempat makan yg enak buat bareng keluarga atau teman2 dengan makanan yg jg enak pelayanan yg bagus ,saya rasa ini akan menjadi tempat favorit untuk kalian 😊 …",tempat,positif
"McDonald Buah Batu tempatnya cukup nyaman. Parkir mobilnya sangat luas, tempatnya juga sangat strategis deket sama ATM, Gojek center dll.
Fasilitas yang ditawarkan pun cukup lengkap colokan, wifi, toilet, dan meja …",tempat,positif
"McDonald Buah Batu tempatnya cukup nyaman. Parkir mobilnya sangat luas, tempatnya juga sangat strategis deket sama ATM, Gojek center dll.
Fasilitas yang ditawarkan pun cukup lengkap colokan, wifi, toilet, dan meja …",tempat,positif
"Tempat yang enak buat nongkrong. Good atmosphere. Rekomended banget buat melepas penat bersama teman kerja atau keluarga, bersama bocil2 lebih seru ice creamnya lo!",tempat,positif
enakk banget makanannyaaaa tempatnya juga nyaman pelayanannya juga ramah bangett,tempat,positif
enakk banget makanannyaaaa tempatnya juga nyaman pelayanannya juga ramah bangett,pelayanan,positif
"Selalu jadi solusi kalo udah gak tau mau makan apa. Menu Ayam spicy-nya bikin gak bisa move on dan nggak bisa nggak pesen french fries tiap kesini. tempat parkirannya lega, antrian drive thru, driver ojol yang ngambil pesenan dan dine in pastinya udah dipisah. Jadi ngantri pun nyaman.",tempat,positif
"Tempat Favorit buat makan santai bareng temen, keluarga pilihan menu beragam lokasi pun juga strategis.
Ada menu baru juga yang wajib buat dicoba guys. …",tempat,positif
"Lokasi strategis, servise cepat dan tepat. Sangat memuaskan.

Makanan disajikan selalu segar dan hangat. Sangat direkomendasikan untuk tempat meeting Point.",tempat,positif
tempatnya sangat bersih dan nyaman  buat nongrong ank muda atau org tua pelayananya jg memuaskan,tempat,positif
tempatnya sangat bersih dan nyaman  buat nongrong ank muda atau org tua pelayananya jg memuaskan,pelayanan,positif
"Makanannya enak, pelayanannya ramah pokoknya bikin seneng beli makanan disini pengen balik lagi",pelayanan,positif
"Makanan seperti biasanya, memuaskan!
Pelayanan ramah banget. Nyaman juga sama suasananya. Bisa jadi rekomendasi pilihan buat yg nyari tempat nongkrong ataupun makan.",pelayanan,positif
"Makanan seperti biasanya, memuaskan!
Pelayanan ramah banget. Nyaman juga sama suasananya. Bisa jadi rekomendasi pilihan buat yg nyari tempat nongkrong ataupun makan.",tempat,positif
Tempat nyaman makanan SDH pasti enak pokoknya recommended,tempat,positif
"Jika kalian sedang berencana mencari tempat kumpul bersama keluarga tercinta ,maka kalian wajib coba restoran McDonalds Bandung. Restoran ini mengedepankan kualitas rasa ,kesegaran makanan ,peleyanan yang ramah dan sigap serta fasilitas yang cukup memadai.",tempat,positif
"Jika kalian sedang berencana mencari tempat kumpul bersama keluarga tercinta ,maka kalian wajib coba restoran McDonalds Bandung. Restoran ini mengedepankan kualitas rasa ,kesegaran makanan ,peleyanan yang ramah dan sigap serta fasilitas yang cukup memadai.",rasa,positif
"makanan nya lezat, pelayanan ny juga tanggap dan ramah saya beri bintang 5. top banhet deh pokoknya",pelayanan,positif
"Tempat yang sangat nyaman untuk mensantap hidangan pagi, siang dan Malam bersama orang tersayang. Paling rekomendasi untuk kita semua, tempat yang sangat bersih aman dan nyaman tentunya. 😍😍😍 …",tempat,positif
Tempat sangat nyaman pelayanan ramah bersih berbagai menu siap dilayani rasa tak terkalahkan sesuai selera sekali coba pasti balik lagi,tempat,positif
Tempat sangat nyaman pelayanan ramah bersih berbagai menu siap dilayani rasa tak terkalahkan sesuai selera sekali coba pasti balik lagi,pelayanan,positif
Tempat sangat nyaman pelayanan ramah bersih berbagai menu siap dilayani rasa tak terkalahkan sesuai selera sekali coba pasti balik lagi,rasa,positif
"Tempat favorit untuk makan kapanpun, baik bersama keluarga ataupun teman kerja dan sahabat. Banyak pilihan menu dengan harga terjangkau dan pelayanan cepat juga ramah",tempat,positif
"Tempat favorit untuk makan kapanpun, baik bersama keluarga ataupun teman kerja dan sahabat. Banyak pilihan menu dengan harga terjangkau dan pelayanan cepat juga ramah",harga,positif
"Tempat favorit untuk makan kapanpun, baik bersama keluarga ataupun teman kerja dan sahabat. Banyak pilihan menu dengan harga terjangkau dan pelayanan cepat juga ramah",pelayanan,positif
Sangat Menyenangkan berada di sini membawa Bocah kecil sambil makan dan bermain. Bila terburu-buru ada layanan Drive Thruu yang bisa langsung pesan bayar melalui kendaraan kita.  Pelayanan Rumah dan Cekatan. Pilihan bagus untuk makan dan bersantai bersama teman dan keluarga,pelayanan,positif
"Tempat yang nyaman untuk menghabiskan waktu bersama teman, makanannya pun enak dan bervariasi,
Saat membawa anak kecil juga menjadi tempat yg menyenangkan",tempat,positif
"Terima Kasih Mc donald , Dengan Pelayanan Terbaik ,Suasanna Restoran Yang Nyaman dan serta Makanan Yang Sangat Enak , Apalagi Menu makanan MCspicy Korean Burger Sangat Enak sekali dengan cita rasa dan bumbu yang pas , menjadi salah satu …",pelayanan,positif
"Terima Kasih Mc donald , Dengan Pelayanan Terbaik ,Suasanna Restoran Yang Nyaman dan serta Makanan Yang Sangat Enak , Apalagi Menu makanan MCspicy Korean Burger Sangat Enak sekali dengan cita rasa dan bumbu yang pas , menjadi salah satu …",rasa,positif
"Rekomended pelayanannya ramah, tempat bersih dan makanannya as always selalu bikin nagih",pelayanan,positif
"Rekomended pelayanannya ramah, tempat bersih dan makanannya as always selalu bikin nagih",tempat,positif
Tempatnya nyaman banget...dan makanannya enak2  semua.,tempat,positif
"Pernah sekali makan di tempat ini,menurut saya tempat ini bagus sekali karena tempatnya strategis tidak jauh juga dari kampus.Dan banyak mahasiswa juga berkunjung ketempat ini saat jam istirahat kuliah karena memang tempatnya berdekatan dengan kampus.",tempat,netral
"Pernah sekali makan di tempat ini,menurut saya tempat ini bagus sekali karena tempatnya strategis tidak jauh juga dari kampus.Dan banyak mahasiswa juga berkunjung ketempat ini saat jam istirahat kuliah karena memang tempatnya berdekatan dengan kampus.",tempat,positif
"Pernah sekali makan di tempat ini,menurut saya tempat ini bagus sekali karena tempatnya strategis tidak jauh juga dari kampus.Dan banyak mahasiswa juga berkunjung ketempat ini saat jam istirahat kuliah karena memang tempatnya berdekatan dengan kampus.",tempat,positif
"Pernah sekali makan di tempat ini,menurut saya tempat ini bagus sekali karena tempatnya strategis tidak jauh juga dari kampus.Dan banyak mahasiswa juga berkunjung ketempat ini saat jam istirahat kuliah karena memang tempatnya berdekatan dengan kampus.",tempat,netral
"Rasanya enak dan disukai anak-anak, mudah didapat dimanapun, akses nya gampang baik pesan dari rumah atau datangin tempat nya, banyak pilihan makanan nya sekarang bukan hamburger, burger keju, dan kentang gorengnya saja, mereka juga …",rasa,positif
"Rasanya enak dan disukai anak-anak, mudah didapat dimanapun, akses nya gampang baik pesan dari rumah atau datangin tempat nya, banyak pilihan makanan nya sekarang bukan hamburger, burger keju, dan kentang gorengnya saja, mereka juga …",tempat,positif
"Pelayanannya ramah, makasih Akang Teteh, makanannya juga lebih suka di sini ketimbang di kota asal. Suasananya cukup ramai, tapi nyaman. Banyak anak kuliahan di sini, satu indikator penting tempat ini ramah mahasiswa ☺",pelayanan,positif
"Pelayanannya ramah, makasih Akang Teteh, makanannya juga lebih suka di sini ketimbang di kota asal. Suasananya cukup ramai, tapi nyaman. Banyak anak kuliahan di sini, satu indikator penting tempat ini ramah mahasiswa ☺",tempat,positif
"Makanan disini semuanya enak, pelayanannya juga bagus, suasana makan disini sangat nyaman, nyaman untuk mengajak rekan dan teman teman, sahabat untuk berkumpul. Pokoknya rekomen banget untuk kalian datang kesini. Thanks",pelayanan,positif
"Pengalaman saya makan disana sangat menarik, ketika datang langsung dilayani dengan baik oleh karyawan. Beberapa menu favorit sangat enak serta suasana tidak membosankan seperti tempat yang lain",tempat,positif
"Tempat makan yang recomended banget buat kalian. Tempatnya nyaman, bersih, pelayanannya baik, dan tentunya anda bisa dapat banyak promo menarik. Selamat berbelanja di McDonal's.",tempat,positif
"Tempat makan yang recomended banget buat kalian. Tempatnya nyaman, bersih, pelayanannya baik, dan tentunya anda bisa dapat banyak promo menarik. Selamat berbelanja di McDonal's.",tempat,positif
"Tempat makan yang recomended banget buat kalian. Tempatnya nyaman, bersih, pelayanannya baik, dan tentunya anda bisa dapat banyak promo menarik. Selamat berbelanja di McDonal's.",pelayanan,positif
"makanan yang enak , tempat yang nyaman , dan semuanya bersih.
terfavorit",tempat,positif
"Tempat yg begitu strategis dekat dengan jalan besar, parkiran luas, dengan menu MCD yg baru, tidak menunggu waktu lama ketika memesan makanan, pegawainya ramah dan cekatan",tempat,positif
Makanan pas selera. tempatnya bagus bersih cocok buat nongkrong milenial masa kini. Layanan juga sangat baik pesanan diminta langsung segera disiapkan,tempat,positif
"tempat nyaman dan pelayanan yang memuaskan, makanan enak",tempat,positif
"tempat nyaman dan pelayanan yang memuaskan, makanan enak",pelayanan,positif
"Pelayanannya cepat dan efisien. Suasananya juga nyaman dan bersih, cocok untuk keluarga kecilku. Terjangkau dan worthed banget dengan pelayanannya Overall, sangat recommended buat siapa aja yang pengen makan enak, cepat, dan praktis",pelayanan,positif
"Saya suka tempatnya, dari segi fasilitas sangat memadai dan ramah lingkungan. Dari segi makanan tidak diragukan lagi dong. Terkadang mampir kesini bareng keluarga dan trman",tempat,positif
"Berlibur dibandung dengan keluarga, sangat menyenangkan, anak anak selalu lapar dijalan, sudah pasti mampir ke MC Donalds buah batu ...parkir yang luas dan nyaman dan pelayanan yang cepat menjadi pilihan utama",pelayanan,positif
"Tempat nya bersih banget, pelayanan nya jg bagus, semua kryawan ramah...parkir jg luas...jd klo ksni sm anak2 bikin nyaman klo dinein...
Di sana jg ad jalur khurur drive through nya.... jd bkn yg mau take away g perlu turun dr kendaraan....",tempat,positif
"Tempat nya bersih banget, pelayanan nya jg bagus, semua kryawan ramah...parkir jg luas...jd klo ksni sm anak2 bikin nyaman klo dinein...
Di sana jg ad jalur khurur drive through nya.... jd bkn yg mau take away g perlu turun dr kendaraan....",pelayanan,positif
"McDonald's Bandung Buah Batu tempat Favorite keluarga kami, dengan suasana yang nyaman, cozy, dan parkir kendaraan yang cukup luas, serta layanan petugas yang ramah. …",tempat,positif
"Pelayanan nya bagus,pegawai nya ramah2&murah senyum
Harga nya sesuai dengan kantong mahasiswa.suasana resto nya sangat adem&bnyak2 buat spot selfie",pelayanan,positif
"Pelayanan nya bagus,pegawai nya ramah2&murah senyum
Harga nya sesuai dengan kantong mahasiswa.suasana resto nya sangat adem&bnyak2 buat spot selfie",harga,positif
"Rasa enak seperti mcd pada umumnya, tempat juga cukup luas ada 2 lantai indoor dan outdoor. Pelayanan juga cepat",rasa,netral
"Rasa enak seperti mcd pada umumnya, tempat juga cukup luas ada 2 lantai indoor dan outdoor. Pelayanan juga cepat",tempat,positif
"Rasa enak seperti mcd pada umumnya, tempat juga cukup luas ada 2 lantai indoor dan outdoor. Pelayanan juga cepat",pelayanan,positif
"Saya sangat puas dengan semua nya..mulai dari makanan nya yang enak, pelayanan nya cepat dan ramah.. rekomendasi yang bingung cari tempat nongkrong dan makanan .. jangan lupa singgah di restoran yang satu ini",pelayanan,positif
"Saya sangat puas dengan semua nya..mulai dari makanan nya yang enak, pelayanan nya cepat dan ramah.. rekomendasi yang bingung cari tempat nongkrong dan makanan .. jangan lupa singgah di restoran yang satu ini",tempat,positif
"Pelayanan ramah dan cepat, makanannya seperti biasa enak. Dan menjadi salah satu tempat favorite buat Lunch..",pelayanan,positif
"Pelayanan ramah dan cepat, makanannya seperti biasa enak. Dan menjadi salah satu tempat favorite buat Lunch..",tempat,positif
"Tempatnya bersih,  pelayanan baik,  sangat cocok untuk acara keluarga atau bersama teman2. Coba buka di desa jangan di kota besar aja , mantab.",tempat,positif
"Tempatnya bersih,  pelayanan baik,  sangat cocok untuk acara keluarga atau bersama teman2. Coba buka di desa jangan di kota besar aja , mantab.",pelayanan,positif
"tempatnya bersih cocok banget bareng keluarga, pokoknya recommended banget deh",tempat,positif
"Tempatnya bersih dan nyaman, enak buat nongkrong, kumpul keluarga dan bisa juga untuk santai sambil buka laptop , pelayanannya ramah dan area parkir luas.",tempat,positif
"Tempatnya bersih dan nyaman, enak buat nongkrong, kumpul keluarga dan bisa juga untuk santai sambil buka laptop , pelayanannya ramah dan area parkir luas.",pelayanan,positif
"saya pernah diajak teman makan di tempat ini. menurut saya sih untuk pelayanan menu makan McD ya.. sama sih ya. tpi yang bikin saya suka di tempat ini ya view nya bagus. apalagi kalo makan di sini dijam2 senja. cita rasa dari menu makanannya french fries, double choco pie dan lain lain good lah.",tempat,netral
"saya pernah diajak teman makan di tempat ini. menurut saya sih untuk pelayanan menu makan McD ya.. sama sih ya. tpi yang bikin saya suka di tempat ini ya view nya bagus. apalagi kalo makan di sini dijam2 senja. cita rasa dari menu makanannya french fries, double choco pie dan lain lain good lah.",pelayanan,netral
"saya pernah diajak teman makan di tempat ini. menurut saya sih untuk pelayanan menu makan McD ya.. sama sih ya. tpi yang bikin saya suka di tempat ini ya view nya bagus. apalagi kalo makan di sini dijam2 senja. cita rasa dari menu makanannya french fries, double choco pie dan lain lain good lah.",tempat,positif
"saya pernah diajak teman makan di tempat ini. menurut saya sih untuk pelayanan menu makan McD ya.. sama sih ya. tpi yang bikin saya suka di tempat ini ya view nya bagus. apalagi kalo makan di sini dijam2 senja. cita rasa dari menu makanannya french fries, double choco pie dan lain lain good lah.",rasa,positif
"Di sini tempatnya sangat nyaman ,pelayanannya juga sangat ramah . makanannya juga sangat enak , dan yang paling penting harganya juga sangat pas di kantong .. pokonya Recommended banget deh 👍👍 …",tempat,positif
"Di sini tempatnya sangat nyaman ,pelayanannya juga sangat ramah . makanannya juga sangat enak , dan yang paling penting harganya juga sangat pas di kantong .. pokonya Recommended banget deh 👍👍 …",harga,positif
"Di sini tempatnya sangat nyaman ,pelayanannya juga sangat ramah . makanannya juga sangat enak , dan yang paling penting harganya juga sangat pas di kantong .. pokonya Recommended banget deh 👍👍 …",pelayanan,positif
"Pelayanannya cukup bagus, tepat waktu, dan tempatnya bersih. Yang jadi bagian favorit saya ialah makanannya sesuai ekspetasi saya. 😊 …",pelayanan,positif
"Pelayanannya cukup bagus, tepat waktu, dan tempatnya bersih. Yang jadi bagian favorit saya ialah makanannya sesuai ekspetasi saya. 😊 …",tempat,positif
pelayanan yang sangat ramah dan memuaskan. serta makanan yg higienis.  semoga akan selalu menjadi tempat makan favorit bagi seluruh masyarakat Indonesia,pelayanan,positif
pelayanan yang sangat ramah dan memuaskan. serta makanan yg higienis.  semoga akan selalu menjadi tempat makan favorit bagi seluruh masyarakat Indonesia,tempat,positif
"Pelayanan sangat ramah, tempat juga bersih dan nyaman. Jadi suasana buat nongkrong terasa nyaman. Banyak juga anak-anak remaja dan kuliahan 😊 …",pelayanan,positif
"Pelayanan sangat ramah, tempat juga bersih dan nyaman. Jadi suasana buat nongkrong terasa nyaman. Banyak juga anak-anak remaja dan kuliahan 😊 …",tempat,positif
Tempat parkir yang luas dan suasana nyaman untuk keluarga,tempat,positif
Tempat nya enak buat kongkow bersama teman teman dan keluarga...lokasi nya sll strategis dan nyaman...dan pasti kita bisa menikmati berbagai menu yg enak2,tempat,positif
"Diluar expektasi,.. nyesel saya.. telat, tahu  tempat senyaman ini. Buat istirahat dan makan. Tempatnya nyaman, bersih pelayanan ramah,.. parkir juga luas.. nanti kalau kebandung dipastikan mampir kesini lagi.",tempat,positif
"Diluar expektasi,.. nyesel saya.. telat, tahu  tempat senyaman ini. Buat istirahat dan makan. Tempatnya nyaman, bersih pelayanan ramah,.. parkir juga luas.. nanti kalau kebandung dipastikan mampir kesini lagi.",tempat,positif
"Diluar expektasi,.. nyesel saya.. telat, tahu  tempat senyaman ini. Buat istirahat dan makan. Tempatnya nyaman, bersih pelayanan ramah,.. parkir juga luas.. nanti kalau kebandung dipastikan mampir kesini lagi.",pelayanan,positif
"pelayanannya sangat memuaskan, kebetulan sedang ada kerjaan di daerah sini minggu kemarin, pesan ice cone pas lagi cuaca sangat panas dan chicken nuggets mbaknya ramah, bakal jadi langganan kalau ke daerah sini lagi.",pelayanan,positif
"Tempatnya nyaman ,cocok untuk keluarga dan semua pegawainya ramah
Daru dulu sampai sekarang cita rasa mcd gak pernah berubah
Selalu enak",tempat,positif
"Tempatnya nyaman ,cocok untuk keluarga dan semua pegawainya ramah
Daru dulu sampai sekarang cita rasa mcd gak pernah berubah
Selalu enak",rasa,positif
"Tempatnya menyenangkan dan nyaman dengan arel parkir yg lumayan luas, sehingga saat menikmati makanan jadi tenang.
Pelayanan pegawai ramah dan memberi informasi yg cukup untuk kami memilih menu. …",tempat,positif
"Tempatnya menyenangkan dan nyaman dengan arel parkir yg lumayan luas, sehingga saat menikmati makanan jadi tenang.
Pelayanan pegawai ramah dan memberi informasi yg cukup untuk kami memilih menu. …",pelayanan,positif
"Enak banget tempatnya bersih, makanannya juga enak enak dan pelayanannya best bangettt",tempat,positif
"Enak banget tempatnya bersih, makanannya juga enak enak dan pelayanannya best bangettt",pelayanan,positif
"Saya Makanan disini sangat enak dan higienis dengan pelayanan sangat maksimal dan ditunjang dengan fasilitas yang oke. Parkiran luas, tempat bersih dan nyaman. Good",pelayanan,positif
"Saya Makanan disini sangat enak dan higienis dengan pelayanan sangat maksimal dan ditunjang dengan fasilitas yang oke. Parkiran luas, tempat bersih dan nyaman. Good",tempat,positif
menu yg di sajikan sangat enak dan higenis tempatnya juga sangat nyaman dan mudah di jangkau dan tentunya menjadi tempat kegemaran anak-anak👍😊 …,tempat,positif
menu yg di sajikan sangat enak dan higenis tempatnya juga sangat nyaman dan mudah di jangkau dan tentunya menjadi tempat kegemaran anak-anak👍😊 …,tempat,positif
"Datang sekitar jam 23.20 dan pesenan selesai 00.25, pelayanan lumayan lama untuk ukuran restoran fastfood.. Mungkin karena sedang ada promo gopay, harusnya diimbangi dengan ekstra pegawai, yang ada pegawai terlihat kelelahan tp tetap mencoba ramah …",pelayanan,negatif
"Tempatnya menarik,nyaman,ramah anak juga,menunya pun banyak pilihan nya dari ekonomi hingga yang elit,wajib di coba🙏 …",tempat,positif
"Good place, pelayanan nya ramah dan tempatnya cozy bgt
Setiap kebandung bingung mau nongkrong dimana, rekomen disini sih
Selain wifi kenceng, akses nya jg gampang",pelayanan,positif
"Good place, pelayanan nya ramah dan tempatnya cozy bgt
Setiap kebandung bingung mau nongkrong dimana, rekomen disini sih
Selain wifi kenceng, akses nya jg gampang",tempat,positif
"Tempat makan yang enak untuk bersama keluarga. Pilihan menu beragam mulai sari anak sampai dewasa. Menu keluarga yang paling aku suka adalah paket panas spesial, Mc Flurry dan Happy Meal. Akses mudah untuk semua transportasi pribadi maupun publik.",tempat,positif
tempatnya sangat bersih dan terawat dengan baik. Begitu memasuki restoran akan merasakan kebersihan dan kerapian yang konsisten di seluruh area. Staf selalu tampak sibuk membersihkan meja dan menjaga kebersihan area umum. Toilet juga sangat bersih dan terjaga dengan baik.,tempat,positif
Menu McDonal's enak-e aku dan ada banyak pilihannya. Saya suka ayam gorengnya. Ada rasa yang berbeda di setiap gigitannya. Pelayannya cepat dan ramah. Pakaian kerja mereka rapi dan membuat saya senang melihatnya. Suasana di McDonald's sangat nyaman sehingga tempat ini cocok untuk acara keluarga.,rasa,positif
Menu McDonal's enak-e aku dan ada banyak pilihannya. Saya suka ayam gorengnya. Ada rasa yang berbeda di setiap gigitannya. Pelayannya cepat dan ramah. Pakaian kerja mereka rapi dan membuat saya senang melihatnya. Suasana di McDonald's sangat nyaman sehingga tempat ini cocok untuk acara keluarga.,pelayanan,positif
"Udah lama banget ga ke mcd, pesen menu baru es krim yang ada choco pie nya dan rasanya kemanisan 😂 mungkin lebih cocok dimakan bocil ya.
Tempat udah pasti nyaman, pelayanan ramah dan buat rasa makanan stabil sih dari tahun ke tahun ga berubah. …",rasa,negatif
